Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
16:46:36.949,24,98.0,859.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.039,24,98.0,859.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.129,24,98.0,859.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.220,24,98.0,859.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.310,24,98.0,859.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.399,24,98.0,847.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.489,24,98.0,847.0,0.0,18.0,9.72,83.1,11.0,14.1,14.5
16:46:37.579,24,98.0,847.0,0.0,14.0,9.72,83.1,11.0,14.1,14.5
16:46:37.669,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:37.759,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:37.849,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:37.939,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:38.000,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:38.090,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:38.181,24,98.0,847.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:38.269,24,98.0,877.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:38.359,24,98.0,877.0,0.0,14.0,10.08,83.1,11.0,14.1,14.5
16:46:38.449,24,98.0,877.0,0.0,12.0,10.08,83.1,11.0,14.1,14.5
16:46:38.539,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:38.629,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:38.719,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:38.809,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:38.900,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:38.989,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:39.079,24,98.0,877.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:39.169,24,98.0,880.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:39.260,24,98.0,880.0,0.0,12.0,10.11,83.1,11.0,14.1,14.5
16:46:39.349,24,98.0,880.0,0.0,10.0,10.11,83.1,11.0,14.1,14.5
16:46:39.439,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:39.500,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:39.589,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:39.650,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:39.739,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:39.829,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:39.919,24,98.0,880.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:40.010,24,98.0,881.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:40.099,24,98.0,881.0,0.0,10.0,10.02,83.1,11.0,14.1,14.5
16:46:40.189,24,98.0,881.0,0.0,9.0,10.02,83.1,11.0,14.1,14.5
16:46:40.250,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.339,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.400,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.489,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.579,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.669,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.759,24,98.0,881.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.849,24,98.0,883.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:40.940,24,98.0,883.0,0.0,9.0,10.38,83.1,11.0,14.1,14.5
16:46:41.029,24,98.0,883.0,0.0,7.0,10.38,83.1,11.0,14.1,14.5
16:46:41.119,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.210,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.299,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.390,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.451,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.539,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.600,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.689,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.780,24,98.0,883.0,0.0,7.0,10.13,83.1,11.0,14.1,14.5
16:46:41.869,24,98.0,883.0,0.0,6.0,10.13,83.1,11.0,14.1,14.5
16:46:41.959,24,98.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.049,24,98.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.140,24,98.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.229,24,98.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.319,24,98.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.410,24,98.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.499,24,99.0,883.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.589,24,99.0,881.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.650,24,99.0,881.0,0.0,6.0,10.63,83.1,11.0,14.1,14.5
16:46:42.739,24,99.0,881.0,0.0,5.0,10.63,83.1,11.0,14.1,14.5
16:46:42.801,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:42.889,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:42.979,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.070,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.159,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.249,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.340,24,99.0,881.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.429,24,99.0,880.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.490,24,99.0,880.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.580,24,99.0,880.0,0.0,5.0,10.05,83.1,11.0,14.1,14.5
16:46:43.669,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:43.759,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:43.849,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:43.939,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.000,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.090,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.179,24,99.0,880.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.270,24,99.0,951.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.359,24,99.0,951.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.449,24,99.0,951.0,0.0,5.0,10.3,83.1,11.0,14.1,14.5
16:46:44.540,24,99.0,951.0,0.0,5.0,11.72,83.1,11.0,14.1,14.5
16:46:44.629,24,99.0,951.0,0.0,5.0,11.72,83.5,11.0,14.1,14.5
16:46:44.691,24,99.0,951.0,0.0,5.0,11.72,83.5,11.0,14.1,14.5
16:46:44.780,24,99.0,951.0,0.0,5.0,11.72,83.5,11.0,14.5,14.5
16:46:44.869,24,99.0,951.0,0.0,5.0,11.72,83.5,11.0,14.5,14.5
16:46:44.959,23,99.0,951.0,0.0,5.0,11.72,83.5,11.0,14.5,14.5
16:46:45.049,23,99.0,951.0,0.0,5.0,11.72,83.5,11.0,14.5,14.5
16:46:45.139,23,99.0,960.0,0.0,5.0,11.72,83.5,11.0,14.5,14.5
16:46:45.230,23,99.0,960.0,0.0,5.0,11.72,83.5,11.0,14.5,14.5
16:46:45.319,23,99.0,960.0,0.0,6.0,11.72,83.5,11.0,14.5,14.5
16:46:45.410,23,99.0,960.0,0.0,6.0,11.08,83.5,11.0,14.5,14.5
16:46:45.500,23,99.0,960.0,0.0,6.0,11.08,83.1,11.0,14.5,14.5
16:46:45.590,23,99.0,960.0,0.0,6.0,11.08,83.1,11.0,14.5,14.5
16:46:45.651,23,99.0,960.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:45.740,23,99.0,960.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:45.800,23,99.0,960.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:45.889,23,100.0,960.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:45.980,23,100.0,942.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:46.070,23,100.0,942.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:46.160,23,100.0,942.0,0.0,6.0,11.08,83.1,11.0,14.1,14.5
16:46:46.249,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.339,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.400,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.489,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.550,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.639,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.730,23,100.0,942.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.819,23,100.0,949.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.910,23,100.0,949.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:46.999,23,100.0,949.0,0.0,6.0,11.11,83.1,11.0,14.1,14.5
16:46:47.089,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.179,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.269,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.359,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.450,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.542,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.600,23,100.0,949.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.689,23,100.0,950.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.750,23,100.0,950.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.839,23,100.0,950.0,0.0,6.0,10.99,83.1,11.0,14.1,14.5
16:46:47.900,23,100.0,950.0,0.0,6.0,11.13,83.1,11.0,14.1,14.5
16:46:47.989,23,100.0,950.0,0.0,6.0,11.13,83.1,11.0,14.1,14.5
16:46:48.050,23,100.0,950.0,0.0,6.0,11.13,83.1,11.0,14.1,14.5
16:46:48.140,23,100.0,950.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.201,23,100.0,950.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.290,23,100.0,950.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.380,23,101.0,950.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.469,23,101.0,943.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.559,23,101.0,943.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.649,23,101.0,943.0,0.0,6.0,11.13,83.1,11.0,14.5,14.5
16:46:48.739,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.5,14.5
16:46:48.801,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.5,14.5
16:46:48.889,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.5,14.5
16:46:48.950,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.039,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.100,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.189,23,101.0,943.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.250,23,101.0,961.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.340,23,101.0,961.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.400,23,101.0,961.0,0.0,6.0,11.16,83.1,11.0,14.1,14.5
16:46:49.489,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:49.579,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:49.669,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:49.759,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:49.849,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:49.939,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.001,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.089,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.151,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.239,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.301,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.389,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.450,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.540,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.601,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.689,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.780,23,101.0,949.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.869,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:50.959,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.079,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.169,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.260,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.349,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.439,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.500,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.589,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.650,23,101.0,961.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.740,23,101.0,950.0,0.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.800,23,101.0,950.0,1.0,6.0,11.27,83.1,11.0,14.1,14.5
16:46:51.889,23,101.0,950.0,1.0,7.0,11.27,83.1,11.0,14.1,14.5
16:46:51.980,23,101.0,950.0,1.0,7.0,11.3,83.1,11.0,14.1,14.5
16:46:52.069,23,101.0,950.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.159,23,101.0,950.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.249,23,101.0,950.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.340,23,101.0,950.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.400,23,101.0,950.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.489,23,101.0,950.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.550,23,101.0,954.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.639,23,101.0,954.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.700,23,101.0,954.0,1.0,7.0,11.3,83.5,11.0,14.1,14.5
16:46:52.789,23,101.0,954.0,1.0,7.0,10.94,83.5,11.0,14.1,14.5
16:46:52.850,23,101.0,954.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:52.940,23,101.0,954.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.000,23,101.0,954.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.089,23,101.0,954.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.180,23,101.0,954.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.269,23,101.0,954.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.360,23,101.0,906.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.449,23,101.0,906.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.539,23,101.0,906.0,1.0,7.0,10.94,83.1,11.0,14.1,14.5
16:46:53.600,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,14.1,14.5
16:46:53.697,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,14.1,14.5
16:46:53.750,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,14.1,14.5
16:46:53.839,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,15.7,14.5
16:46:53.930,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,15.7,15.3
16:46:54.019,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,15.7,15.3
16:46:54.110,23,101.0,906.0,1.0,7.0,10.27,83.1,11.0,15.7,15.3
16:46:54.199,23,101.0,914.0,1.0,7.0,10.27,83.1,11.0,15.7,15.3
16:46:54.289,23,101.0,914.0,1.0,7.0,10.27,83.1,11.0,15.7,15.3
16:46:54.380,23,101.0,914.0,1.0,7.0,10.27,83.1,11.0,15.7,15.3
16:46:54.441,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,15.7,15.3
16:46:54.500,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,15.7,15.3
16:46:54.589,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,15.7,15.3
16:46:54.650,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,14.9,15.3
16:46:54.739,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,14.9,14.5
16:46:54.829,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,14.9,14.5
16:46:54.890,23,101.0,914.0,1.0,7.0,11.24,83.1,11.0,14.9,14.5
16:46:54.979,23,101.0,955.0,1.0,7.0,11.24,83.1,11.0,14.9,14.5
16:46:55.040,23,101.0,955.0,2.0,7.0,11.24,83.1,11.0,14.9,14.5
16:46:55.129,23,101.0,955.0,2.0,7.0,11.24,83.1,11.0,14.9,14.5
16:46:55.220,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.9,14.5
16:46:55.310,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.9,14.5
16:46:55.399,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.9,14.5
16:46:55.489,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.1,14.5
16:46:55.580,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.1,14.5
16:46:55.640,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.1,14.5
16:46:55.730,23,101.0,955.0,2.0,7.0,11.83,83.1,11.0,14.1,14.5
16:46:55.820,23,101.0,938.0,2.0,7.0,11.83,83.1,11.0,14.1,14.5
16:46:55.910,23,101.0,938.0,4.0,7.0,11.83,83.1,11.0,14.1,14.5
16:46:55.999,23,101.0,938.0,4.0,8.0,11.83,83.1,11.0,14.1,14.5
16:46:56.090,23,101.0,938.0,4.0,8.0,11.3,83.1,11.0,14.1,14.5
