rpm,speed,temp,load,voltage,map,maf,intake_temp,throttle,fuel_trim_short,fuel_trim_long
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
0,0,85,0,12.5,30,0,35,0,0,0
820,0,52.0,15,13.9,28,3.5,26,8,1,2
823,0,52.3,16,14.0,29,3.7,27,9,2,-2
826,0,52.7,17,14.1,30,3.9,28,10,-2,-1
829,0,53.0,18,14.2,31,3.5,29,11,-1,0
832,0,53.4,19,13.9,32,3.7,26,8,0,1
835,0,52.2,20,14.0,28,3.9,27,9,1,2
838,0,52.6,15,14.1,29,3.5,28,10,2,-2
841,0,53.0,16,14.2,30,3.7,29,11,-2,-1
844,0,53.3,17,13.9,31,3.9,26,8,-1,0
847,0,53.7,18,14.0,32,3.5,27,9,0,1
850,0,52.5,19,14.1,28,3.7,28,10,1,2
853,0,52.8,20,14.2,29,3.9,29,11,2,-2
856,0,53.2,15,13.9,30,3.5,26,8,-2,-1
859,0,53.5,16,14.0,31,3.7,27,9,-1,0
862,0,53.9,17,14.1,32,3.9,28,10,0,1
865,0,52.8,18,14.2,28,3.5,29,11,1,2
868,0,53.1,19,13.9,29,3.7,26,8,2,-2
871,0,53.5,20,14.0,30,3.9,27,9,-2,-1
874,0,53.8,15,14.1,31,3.5,28,10,-1,0
877,0,54.2,16,14.2,32,3.7,29,11,0,1
880,0,53.0,17,13.9,28,3.9,26,8,1,2
883,0,53.3,18,14.0,29,3.5,27,9,2,-2
886,0,53.7,19,14.1,30,3.7,28,10,-2,-1
889,0,54.0,20,14.2,31,3.9,29,11,-1,0
892,0,54.4,15,13.9,32,3.5,26,8,0,1
895,0,53.2,16,14.0,28,3.7,27,9,1,2
898,0,53.6,17,14.1,29,3.9,28,10,2,-2
901,0,54.0,18,14.2,30,3.5,29,11,-2,-1
904,0,54.3,19,13.9,31,3.7,26,8,-1,0
907,0,54.7,20,14.0,32,3.9,27,9,0,1
910,0,53.5,15,14.1,28,3.5,28,10,1,2
913,0,53.8,16,14.2,29,3.7,29,11,2,-2
916,0,54.2,17,13.9,30,3.9,26,8,-2,-1
919,0,54.5,18,14.0,31,3.5,27,9,-1,0
922,0,54.9,19,14.1,32,3.7,28,10,0,1
925,0,53.8,20,14.2,28,3.9,29,11,1,2
928,0,54.1,15,13.9,29,3.5,26,8,2,-2
820,0,53.9,15,13.9,28,3.5,26,8,1,2
823,0,54.2,16,14.0,29,3.7,27,9,2,-2
826,0,54.6,17,14.1,30,3.9,28,10,-2,-1
829,0,54.9,18,14.2,31,3.5,29,11,-1,0
832,0,55.2,19,13.9,32,3.7,26,8,0,1
835,0,54.1,20,14.0,28,3.9,27,9,1,2
838,0,54.4,15,14.1,29,3.5,28,10,2,-2
841,0,54.8,16,14.2,30,3.7,29,11,-2,-1
844,0,55.1,17,13.9,31,3.9,26,8,-1,0
847,0,55.5,18,14.0,32,3.5,27,9,0,1
850,0,54.4,19,14.1,28,3.7,28,10,1,2
853,0,54.7,20,14.2,29,3.9,29,11,2,-2
856,0,55.1,15,13.9,30,3.5,26,8,-2,-1
859,0,55.4,16,14.0,31,3.7,27,9,-1,0
862,0,55.8,17,14.1,32,3.9,28,10,0,1
865,0,54.6,18,14.2,28,3.5,29,11,1,2
868,0,54.9,19,13.9,29,3.7,26,8,2,-2
871,0,55.3,20,14.0,30,3.9,27,9,-2,-1
874,0,55.6,15,14.1,31,3.5,28,10,-1,0
877,0,56.0,16,14.2,32,3.7,29,11,0,1
880,0,54.9,17,13.9,28,3.9,26,8,1,2
883,0,55.2,18,14.0,29,3.5,27,9,2,-2
886,0,55.6,19,14.1,30,3.7,28,10,-2,-1
889,0,55.9,20,14.2,31,3.9,29,11,-1,0
892,0,56.2,15,13.9,32,3.5,26,8,0,1
895,0,55.1,16,14.0,28,3.7,27,9,1,2
898,0,55.4,17,14.1,29,3.9,28,10,2,-2
901,0,55.8,18,14.2,30,3.5,29,11,-2,-1
904,0,56.1,19,13.9,31,3.7,26,8,-1,0
907,0,56.5,20,14.0,32,3.9,27,9,0,1
910,0,55.4,15,14.1,28,3.5,28,10,1,2
913,0,55.7,16,14.2,29,3.7,29,11,2,-2
916,0,56.1,17,13.9,30,3.9,26,8,-2,-1
919,0,56.4,18,14.0,31,3.5,27,9,-1,0
922,0,56.8,19,14.1,32,3.7,28,10,0,1
925,0,55.6,20,14.2,28,3.9,29,11,1,2
928,0,55.9,15,13.9,29,3.5,26,8,2,-2
820,0,55.7,15,13.9,28,3.5,26,8,1,2
823,0,56.0,16,14.0,29,3.7,27,9,2,-2
826,0,56.4,17,14.1,30,3.9,28,10,-2,-1
829,0,56.8,18,14.2,31,3.5,29,11,-1,0
832,0,57.1,19,13.9,32,3.7,26,8,0,1
835,0,56.0,20,14.0,28,3.9,27,9,1,2
838,0,56.3,15,14.1,29,3.5,28,10,2,-2
841,0,56.6,16,14.2,30,3.7,29,11,-2,-1
844,0,57.0,17,13.9,31,3.9,26,8,-1,0
847,0,57.4,18,14.0,32,3.5,27,9,0,1
850,0,56.2,19,14.1,28,3.7,28,10,1,2
853,0,56.5,20,14.2,29,3.9,29,11,2,-2
856,0,56.9,15,13.9,30,3.5,26,8,-2,-1
859,0,57.2,16,14.0,31,3.7,27,9,-1,0
862,0,57.6,17,14.1,32,3.9,28,10,0,1
865,0,56.5,18,14.2,28,3.5,29,11,1,2
868,0,56.8,19,13.9,29,3.7,26,8,2,-2
871,0,57.1,20,14.0,30,3.9,27,9,-2,-1
874,0,57.5,15,14.1,31,3.5,28,10,-1,0
877,0,57.9,16,14.2,32,3.7,29,11,0,1
880,0,56.7,17,13.9,28,3.9,26,8,1,2
883,0,57.0,18,14.0,29,3.5,27,9,2,-2
886,0,57.4,19,14.1,30,3.7,28,10,-2,-1
889,0,57.8,20,14.2,31,3.9,29,11,-1,0
892,0,58.1,15,13.9,32,3.5,26,8,0,1
895,0,57.0,16,14.0,28,3.7,27,9,1,2
898,0,57.3,17,14.1,29,3.9,28,10,2,-2
901,0,57.6,18,14.2,30,3.5,29,11,-2,-1
904,0,58.0,19,13.9,31,3.7,26,8,-1,0
907,0,58.4,20,14.0,32,3.9,27,9,0,1
910,0,57.2,15,14.1,28,3.5,28,10,1,2
913,0,57.5,16,14.2,29,3.7,29,11,2,-2
916,0,57.9,17,13.9,30,3.9,26,8,-2,-1
919,0,58.2,18,14.0,31,3.5,27,9,-1,0
922,0,58.6,19,14.1,32,3.7,28,10,0,1
925,0,57.5,20,14.2,28,3.9,29,11,1,2
928,0,57.8,15,13.9,29,3.5,26,8,2,-2
820,0,57.5,15,13.9,28,3.5,26,8,1,2
823,0,57.9,16,14.0,29,3.7,27,9,2,-2
826,0,58.2,17,14.1,30,3.9,28,10,-2,-1
829,0,58.6,18,14.2,31,3.5,29,11,-1,0
832,0,59.0,19,13.9,32,3.7,26,8,0,1
835,0,57.8,20,14.0,28,3.9,27,9,1,2
838,0,58.1,15,14.1,29,3.5,28,10,2,-2
841,0,58.5,16,14.2,30,3.7,29,11,-2,-1
844,0,58.9,17,13.9,31,3.9,26,8,-1,0
847,0,59.2,18,14.0,32,3.5,27,9,0,1
850,0,58.0,19,14.1,28,3.7,28,10,1,2
853,0,58.4,20,14.2,29,3.9,29,11,2,-2
856,0,58.8,15,13.9,30,3.5,26,8,-2,-1
859,0,59.1,16,14.0,31,3.7,27,9,-1,0
862,0,59.5,17,14.1,32,3.9,28,10,0,1
865,0,58.3,18,14.2,28,3.5,29,11,1,2
868,0,58.6,19,13.9,29,3.7,26,8,2,-2
871,0,59.0,20,14.0,30,3.9,27,9,-2,-1
874,0,59.4,15,14.1,31,3.5,28,10,-1,0
877,0,59.7,16,14.2,32,3.7,29,11,0,1
880,0,58.5,17,13.9,28,3.9,26,8,1,2
883,0,58.9,18,14.0,29,3.5,27,9,2,-2
886,0,59.2,19,14.1,30,3.7,28,10,-2,-1
889,0,59.6,20,14.2,31,3.9,29,11,-1,0
892,0,60.0,15,13.9,32,3.5,26,8,0,1
895,0,58.8,16,14.0,28,3.7,27,9,1,2
898,0,59.1,17,14.1,29,3.9,28,10,2,-2
901,0,59.5,18,14.2,30,3.5,29,11,-2,-1
904,0,59.9,19,13.9,31,3.7,26,8,-1,0
907,0,60.2,20,14.0,32,3.9,27,9,0,1
910,0,59.0,15,14.1,28,3.5,28,10,1,2
913,0,59.4,16,14.2,29,3.7,29,11,2,-2
916,0,59.8,17,13.9,30,3.9,26,8,-2,-1
919,0,60.1,18,14.0,31,3.5,27,9,-1,0
922,0,60.5,19,14.1,32,3.7,28,10,0,1
925,0,59.3,20,14.2,28,3.9,29,11,1,2
928,0,59.6,15,13.9,29,3.5,26,8,2,-2
820,0,59.4,15,13.9,28,3.5,26,8,1,2
823,0,59.8,16,14.0,29,3.7,27,9,2,-2
826,0,60.1,17,14.1,30,3.9,28,10,-2,-1
829,0,60.4,18,14.2,31,3.5,29,11,-1,0
832,0,60.8,19,13.9,32,3.7,26,8,0,1
835,0,59.6,20,14.0,28,3.9,27,9,1,2
838,0,60.0,15,14.1,29,3.5,28,10,2,-2
841,0,60.4,16,14.2,30,3.7,29,11,-2,-1
844,0,60.7,17,13.9,31,3.9,26,8,-1,0
847,0,61.1,18,14.0,32,3.5,27,9,0,1
850,0,59.9,19,14.1,28,3.7,28,10,1,2
853,0,60.2,20,14.2,29,3.9,29,11,2,-2
856,0,60.6,15,13.9,30,3.5,26,8,-2,-1
859,0,60.9,16,14.0,31,3.7,27,9,-1,0
862,0,61.3,17,14.1,32,3.9,28,10,0,1
865,0,60.1,18,14.2,28,3.5,29,11,1,2
868,0,60.5,19,13.9,29,3.7,26,8,2,-2
871,0,60.9,20,14.0,30,3.9,27,9,-2,-1
874,0,61.2,15,14.1,31,3.5,28,10,-1,0
877,0,61.6,16,14.2,32,3.7,29,11,0,1
880,0,60.4,17,13.9,28,3.9,26,8,1,2
883,0,60.8,18,14.0,29,3.5,27,9,2,-2
886,0,61.1,19,14.1,30,3.7,28,10,-2,-1
889,0,61.4,20,14.2,31,3.9,29,11,-1,0
892,0,61.8,15,13.9,32,3.5,26,8,0,1
895,0,60.6,16,14.0,28,3.7,27,9,1,2
898,0,61.0,17,14.1,29,3.9,28,10,2,-2
901,0,61.4,18,14.2,30,3.5,29,11,-2,-1
904,0,61.7,19,13.9,31,3.7,26,8,-1,0
907,0,62.1,20,14.0,32,3.9,27,9,0,1
910,0,60.9,15,14.1,28,3.5,28,10,1,2
913,0,61.2,16,14.2,29,3.7,29,11,2,-2
916,0,61.6,17,13.9,30,3.9,26,8,-2,-1
919,0,61.9,18,14.0,31,3.5,27,9,-1,0
922,0,62.3,19,14.1,32,3.7,28,10,0,1
925,0,61.1,20,14.2,28,3.9,29,11,1,2
928,0,61.5,15,13.9,29,3.5,26,8,2,-2
820,0,61.2,15,13.9,28,3.5,26,8,1,2
823,0,61.6,16,14.0,29,3.7,27,9,2,-2
826,0,62.0,17,14.1,30,3.9,28,10,-2,-1
829,0,62.3,18,14.2,31,3.5,29,11,-1,0
832,0,62.7,19,13.9,32,3.7,26,8,0,1
835,0,61.5,20,14.0,28,3.9,27,9,1,2
838,0,61.8,15,14.1,29,3.5,28,10,2,-2
841,0,62.2,16,14.2,30,3.7,29,11,-2,-1
844,0,62.5,17,13.9,31,3.9,26,8,-1,0
847,0,62.9,18,14.0,32,3.5,27,9,0,1
850,0,61.8,19,14.1,28,3.7,28,10,1,2
853,0,62.1,20,14.2,29,3.9,29,11,2,-2
856,0,62.5,15,13.9,30,3.5,26,8,-2,-1
859,0,62.8,16,14.0,31,3.7,27,9,-1,0
862,0,63.2,17,14.1,32,3.9,28,10,0,1
865,0,62.0,18,14.2,28,3.5,29,11,1,2
868,0,62.3,19,13.9,29,3.7,26,8,2,-2
871,0,62.7,20,14.0,30,3.9,27,9,-2,-1
874,0,63.0,15,14.1,31,3.5,28,10,-1,0
877,0,63.4,16,14.2,32,3.7,29,11,0,1
880,0,62.2,17,13.9,28,3.9,26,8,1,2
883,0,62.6,18,14.0,29,3.5,27,9,2,-2
886,0,63.0,19,14.1,30,3.7,28,10,-2,-1
889,0,63.3,20,14.2,31,3.9,29,11,-1,0
892,0,63.7,15,13.9,32,3.5,26,8,0,1
895,0,62.5,16,14.0,28,3.7,27,9,1,2
898,0,62.8,17,14.1,29,3.9,28,10,2,-2
901,0,63.2,18,14.2,30,3.5,29,11,-2,-1
904,0,63.5,19,13.9,31,3.7,26,8,-1,0
907,0,63.9,20,14.0,32,3.9,27,9,0,1
910,0,62.8,15,14.1,28,3.5,28,10,1,2
913,0,63.1,16,14.2,29,3.7,29,11,2,-2
916,0,63.5,17,13.9,30,3.9,26,8,-2,-1
919,0,63.8,18,14.0,31,3.5,27,9,-1,0
922,0,64.2,19,14.1,32,3.7,28,10,0,1
925,0,63.0,20,14.2,28,3.9,29,11,1,2
928,0,63.3,15,13.9,29,3.5,26,8,2,-2
820,0,63.1,15,13.9,28,3.5,26,8,1,2
823,0,63.4,16,14.0,29,3.7,27,9,2,-2
826,0,63.8,17,14.1,30,3.9,28,10,-2,-1
829,0,64.2,18,14.2,31,3.5,29,11,-1,0
832,0,64.5,19,13.9,32,3.7,26,8,0,1
835,0,63.4,20,14.0,28,3.9,27,9,1,2
838,0,63.7,15,14.1,29,3.5,28,10,2,-2
841,0,64.0,16,14.2,30,3.7,29,11,-2,-1
844,0,64.4,17,13.9,31,3.9,26,8,-1,0
847,0,64.8,18,14.0,32,3.5,27,9,0,1
850,0,63.6,19,14.1,28,3.7,28,10,1,2
853,0,63.9,20,14.2,29,3.9,29,11,2,-2
856,0,64.3,15,13.9,30,3.5,26,8,-2,-1
859,0,64.7,16,14.0,31,3.7,27,9,-1,0
862,0,65.0,17,14.1,32,3.9,28,10,0,1
865,0,63.9,18,14.2,28,3.5,29,11,1,2
868,0,64.2,19,13.9,29,3.7,26,8,2,-2
871,0,64.5,20,14.0,30,3.9,27,9,-2,-1
1211,0.4,86.0,20.4,14.0,35,5.1,28,15.3,2,-2
1225,0.8,86.5,21.8,14.1,36,5.3,29,16.6,-2,-1
1239,1.2,87.0,23.1,14.2,38,5.5,30,17.9,-1,0
1252,1.7,87.5,24.5,14.0,36,5.4,31,19.2,0,1
1266,2.1,88.0,25.9,14.1,37,5.6,32,16.5,1,2
1270,2.5,88.5,22.2,14.2,39,5.8,28,17.8,2,-2
1283,2.9,89.0,23.6,14.0,37,5.7,29,19.0,-2,-1
1297,3.3,86.0,25.0,14.1,38,5.9,30,20.3,-1,0
1311,3.8,86.5,26.4,14.2,40,6.1,31,17.6,0,1
1324,4.2,87.0,27.8,14.0,38,6.0,32,18.9,1,2
1328,4.6,87.5,24.1,14.1,39,6.2,28,20.2,2,-2
1342,5.0,88.0,25.5,14.2,41,6.5,29,21.5,-2,-1
1355,5.4,88.5,26.9,14.0,39,6.4,30,18.8,-1,0
1369,5.8,89.0,28.2,14.1,40,6.6,31,20.1,0,1
1383,6.2,86.0,29.6,14.2,42,6.8,32,21.4,1,2
1386,6.7,86.5,26.0,14.0,40,6.7,28,22.7,2,-2
1400,7.1,87.0,27.4,14.1,41,6.9,29,20.0,-2,-1
1414,7.5,87.5,28.8,14.2,43,7.1,30,21.2,-1,0
1427,7.9,88.0,30.1,14.0,41,7.0,31,22.5,0,1
1441,8.3,88.5,31.5,14.1,42,7.2,32,23.8,1,2
1445,8.8,89.0,27.9,14.2,44,7.4,28,21.1,2,-2
1458,9.2,86.0,29.2,14.0,42,7.3,29,22.4,-2,-1
1472,9.6,86.5,30.6,14.1,43,7.5,30,23.7,-1,0
1486,10.0,87.0,32.0,14.2,45,7.7,31,25.0,0,1
1499,10.4,87.5,33.4,14.0,43,7.6,32,22.3,1,2
1503,10.8,88.0,29.8,14.1,44,7.8,28,23.6,2,-2
1517,11.2,88.5,31.1,14.2,46,8.0,29,24.9,-2,-1
1530,11.7,89.0,32.5,14.0,44,7.9,30,26.2,-1,0
1544,12.1,86.0,33.9,14.1,45,8.1,31,23.5,0,1
1558,12.5,86.5,35.2,14.2,47,8.3,32,24.8,1,2
1561,12.9,87.0,31.6,14.0,45,8.2,28,26.0,2,-2
1575,13.3,87.5,33.0,14.1,46,8.4,29,27.3,-2,-1
1589,13.8,88.0,34.4,14.2,48,8.6,30,24.6,-1,0
1602,14.2,88.5,35.8,14.0,46,8.5,31,25.9,0,1
1616,14.6,89.0,37.1,14.1,47,8.7,32,27.2,1,2
1620,15.0,86.0,33.5,14.2,49,8.9,28,28.5,2,-2
1633,15.4,86.5,34.9,14.0,47,8.9,29,25.8,-2,-1
1647,15.8,87.0,36.2,14.1,48,9.1,30,27.1,-1,0
1661,16.2,87.5,37.6,14.2,50,9.3,31,28.4,0,1
1674,16.7,88.0,39.0,14.0,48,9.2,32,29.7,1,2
1678,17.1,88.5,35.4,14.1,49,9.4,28,27.0,2,-2
1692,17.5,89.0,36.8,14.2,51,9.6,29,28.2,-2,-1
1705,17.9,86.0,38.1,14.0,49,9.5,30,29.5,-1,0
1719,18.3,86.5,39.5,14.1,50,9.7,31,30.8,0,1
1733,18.8,87.0,40.9,14.2,52,9.9,32,28.1,1,2
1736,19.2,87.5,37.2,14.0,50,9.8,28,29.4,2,-2
1750,19.6,88.0,38.6,14.1,51,10.0,29,30.7,-2,-1
1764,20.0,88.5,40.0,14.2,53,10.2,30,32.0,-1,0
1777,20.4,89.0,41.4,14.0,51,10.1,31,29.3,0,1
1791,20.8,86.0,42.8,14.1,52,10.3,32,30.6,1,2
1795,21.2,86.5,39.1,14.2,54,10.5,28,31.9,2,-2
1808,21.7,87.0,40.5,14.0,52,10.4,29,33.2,-2,-1
1822,22.1,87.5,41.9,14.1,53,10.6,30,30.5,-1,0
1836,22.5,88.0,43.2,14.2,55,10.8,31,31.8,0,1
1849,22.9,88.5,44.6,14.0,53,10.7,32,33.0,1,2
1853,23.3,89.0,41.0,14.1,54,10.9,28,34.3,2,-2
1867,23.8,86.0,42.4,14.2,56,11.1,29,31.6,-2,-1
1880,24.2,86.5,43.8,14.0,54,11.0,30,32.9,-1,0
1894,24.6,87.0,45.1,14.1,55,11.2,31,34.2,0,1
1908,25.0,87.5,46.5,14.2,57,11.4,32,35.5,1,2
1911,25.4,88.0,42.9,14.0,55,11.4,28,32.8,2,-2
1925,25.8,88.5,44.2,14.1,56,11.6,29,34.1,-2,-1
1939,26.2,89.0,45.6,14.2,58,11.8,30,35.4,-1,0
1952,26.7,86.0,47.0,14.0,56,11.7,31,36.7,0,1
1966,27.1,86.5,48.4,14.1,57,11.9,32,34.0,1,2
1970,27.5,87.0,44.8,14.2,59,12.1,28,35.2,2,-2
1983,27.9,87.5,46.1,14.0,57,12.0,29,36.5,-2,-1
1997,28.3,88.0,47.5,14.1,58,12.2,30,37.8,-1,0
2011,28.8,88.5,48.9,14.2,60,12.4,31,35.1,0,1
2024,29.2,89.0,50.2,14.0,58,12.3,32,36.4,1,2
2028,29.6,86.0,46.6,14.1,59,12.5,28,37.7,2,-2
2042,30.0,86.5,48.0,14.2,61,12.7,29,39.0,-2,-1
2055,30.4,87.0,49.4,14.0,59,12.6,30,36.3,-1,0
2069,30.8,87.5,50.8,14.1,60,12.8,31,37.6,0,1
2083,31.2,88.0,52.1,14.2,62,13.0,32,38.9,1,2
2086,31.7,88.5,48.5,14.0,60,12.9,28,40.2,2,-2
2100,32.1,89.0,49.9,14.1,61,13.1,29,37.5,-2,-1
2114,32.5,86.0,51.2,14.2,63,13.3,30,38.8,-1,0
2127,32.9,86.5,52.6,14.0,61,13.2,31,40.0,0,1
2141,33.3,87.0,54.0,14.1,62,13.4,32,41.3,1,2
2145,33.8,87.5,50.4,14.2,64,13.6,28,38.6,2,-2
2158,34.2,88.0,51.8,14.0,62,13.5,29,39.9,-2,-1
2172,34.6,88.5,53.1,14.1,63,13.7,30,41.2,-1,0
2186,35.0,89.0,54.5,14.2,65,13.9,31,42.5,0,1
2199,35.4,86.0,55.9,14.0,63,13.9,32,39.8,1,2
2203,35.8,86.5,52.2,14.1,64,14.1,28,41.1,2,-2
2217,36.2,87.0,53.6,14.2,66,14.3,29,42.4,-2,-1
2230,36.7,87.5,55.0,14.0,64,14.2,30,43.7,-1,0
2244,37.1,88.0,56.4,14.1,65,14.4,31,41.0,0,1
2258,37.5,88.5,57.8,14.2,67,14.6,32,42.2,1,2
2261,37.9,89.0,54.1,14.0,65,14.5,28,43.5,2,-2
2275,38.3,86.0,55.5,14.1,66,14.7,29,44.8,-2,-1
2289,38.8,86.5,56.9,14.2,68,14.9,30,42.1,-1,0
2302,39.2,87.0,58.2,14.0,66,14.8,31,43.4,0,1
2316,39.6,87.5,59.6,14.1,67,15.0,32,44.7,1,2
2320,40.0,88.0,56.0,14.2,69,15.2,28,46.0,2,-2
2333,40.4,88.5,57.4,14.0,67,15.1,29,43.3,-2,-1
2347,40.8,89.0,58.8,14.1,68,15.3,30,44.6,-1,0
2361,41.2,86.0,60.1,14.2,70,15.5,31,45.9,0,1
2374,41.7,86.5,61.5,14.0,68,15.4,32,47.2,1,2
2378,42.1,87.0,57.9,14.1,69,15.6,28,44.5,2,-2
2392,42.5,87.5,59.2,14.2,71,15.8,29,45.8,-2,-1
2405,42.9,88.0,60.6,14.0,69,15.7,30,47.0,-1,0
2419,43.3,88.5,62.0,14.1,70,15.9,31,48.3,0,1
2433,43.8,89.0,63.4,14.2,72,16.1,32,45.6,1,2
2436,44.2,86.0,59.8,14.0,70,16.0,28,46.9,2,-2
2450,44.6,86.5,61.1,14.1,71,16.2,29,48.2,-2,-1
2464,45.0,87.0,62.5,14.2,73,16.4,30,49.5,-1,0
2477,45.4,87.5,63.9,14.0,71,16.4,31,46.8,0,1
2491,45.8,88.0,65.2,14.1,72,16.6,32,48.1,1,2
2495,46.2,88.5,61.6,14.2,74,16.8,28,49.4,2,-2
2508,46.7,89.0,63.0,14.0,72,16.7,29,50.7,-2,-1
2522,47.1,86.0,64.4,14.1,73,16.9,30,48.0,-1,0
2536,47.5,86.5,65.8,14.2,75,17.1,31,49.2,0,1
